"","tracks","track_id","track_pop","artist","artist_full","artist_id","album","album_id","playlist_index","artist_name","artist_pop","artist_followers","genres"
"6124","Tragic Hero","6cmzPs7NrAJkeuhznXyTVs",52,"redrose","redrose","5DDsxWPT3cel3BxAC5oAvZ","Tragic Hero","7dBclHXM1LKao8ermyaufL",2,"redrose",44,3605,"japanese chillhop;lo-fi chill"
"6125","I Wish I Could Sleep","08lctzE8dgIbSfyz84XHNr",36,"Nymano","Nymano","3BoSEarTgKiw8sHE0ixJNK","Chillhop Essentials Winter 2016","3IhmoT6nYsFYBpixYe72VZ",2,"Nymano",61,28915,"chillhop;lo-fi beats"
"6126","Again.wav","2vJmwxmJG1aOFo13dnKClX",47,"Xori","Xori","5e4BMUzdxvt2bedcoBKrjv","Friday","1eT8zcMBpyfjBbMdDZCUoR",2,"Xori",46,9608,"lo-fi beats"
"6127","Amaterasu","1qymoHrGlv97t0PIhBiHxK",38,"Shalfi","Shalfi","6HJqFsXnlWehSwPu6s4BAO","Redlands","3FE5pXkytF8D5NAnBSXraM",2,"Shalfi",41,22032,""
"6128","what falling in love feels like","3VIJAic5GSZhwIi8sRMci3",7,"Bails","Bails","6V9WcFL7vxrTaIwni9lqDR","what falling in love feels like","6kqooNdOpzNE1xbOvjfYnd",2,"Bails",3,233,""
"6129","A Walk","6koWevx9MqN6efQ6qreIbm",56,"Tycho","Tycho","5oOhM2DFWab8XhSdQiITry","Dive","3I3PmRvn5iFY8i6zzvEcci",2,"Tycho",65,587029,"chillwave;downtempo;electronica;indietronica;intelligent dance music"
"6130","fall in love","1kUFzEpmpUJWlW6lY1KfIs",43,"coldbrew","coldbrew","7r3gH36F9O5GtmYPYymtLK","fall in love","5CfSWj7IfyGsnnD2gthLVb",2,"coldbrew",55,3511,""
"6131","5:32pm","7qrBYrivpvfXUPBMmqh3dA",72,"The Deli","The Deli","1EJzWKVDeysgbyuZGfEFde","Vibes 2","5GlqARIKJdOkuXKgvdouwz",2,"The Deli",65,77606,"chillhop;lo-fi beats;lo-fi house"
"6132","Bliss","0Sual1ICmnvv1bZ8IEZsS5",56,"Jinsang","Jinsang","5FsfZj0Mp6YwEWytuJUcWt","Life","52qF0r4f9WihHYUDcINmmC",2,"Jinsang",67,159135,"chillhop;japanese chillhop;korean r&b;lo-fi beats"
"6133","Faces","39qwnp9qlLcYd4bq6s5HMj",61,"Knowmadic","Knowmadic","0HcyeAioEKhfwVcJAoyN36","Faces","3hBQuy5dGt1BYSPkwKiqwf",2,"Knowmadic",59,23330,"chillhop;lo-fi beats"
"6134","my new love","23gcQr3NRKzLXsP9H5jFQ1",63,"Elijah Who","Elijah Who","2b0aKuno01NxPWVCUVIEc8","Gentle Boy","2Ap5vMlN2HZQjTyohlapPA",2,"Elijah Who",65,138624,"lo-fi beats"
"6135","Virgil","6LtZ0t1QmaZJhd39jd9Ogs",37,"Tennyson","Tennyson","3Nb8N20WChM0swo5qWTvm8","Telescope EP","1dOQNJCOzmleHv8HxTFUQB",2,"Tennyson",48,64898,"edmonton indie;future bass;vapor twitch"
"6136","do you know how much i love you","7CaGcwpmOrOWSSs38oXcj5",36,"Grady","Grady","6FmiNnTXQJTmOMAx4kB38R","The in Between","7LRUTkHa71YBzJIf0tVy3g",2,"Grady",57,14754,"indie electropop"
"6137","My Love","0GkFEbRaA3vadLkOAcgvM1",35,"Kisnou","Kisnou","3Co4gT2U5SSLRcqcaArvBF","My Love","11aWrpR6Z9BJCI41ZcSJxH",2,"Kisnou",48,14040,"chillstep"
"6138","Beyond Clouds","4kfNuvTLFiG9y6cCm1SMeM",41,"Saib","Saib","6N4HlHINMvoTyAL0yhBUCk","Beyond Clouds","3vN01ku1IBPjQzbnuzBJvQ",2,"Saib",68,89031,"chillhop;japanese chillhop;lo-fi beats"
"6139","いきのこり●ぼくら","6ad7bQ48TlqAgebCExUJVe",49,"Ichiko Aoba","Ichiko Aoba","6ignRjbPmLvKdtMLj9a5Xs","0","4yqm0ZLcphXs8M8cVvLKym",2,"Ichiko Aoba",53,57362,"j-acoustic"
"6140","rainy day :/","0N0sMdNm1eHGgtGXfomwvu",37,"halberd","halberd","7ow7nXWCZuMoU09aRki7GB","rainy day :/","1MraZgXY7mTn49rk47lyS1",2,"halberd",61,21361,"lo-fi beats"
"6141","Mirage","0iDvvhqhq2Gnc6L9hLfpm2",39,"Nymano","Nymano feat. j'san","3BoSEarTgKiw8sHE0ixJNK","Mirage","7DmHG260Tg0FALzZsL09Nx",2,"Nymano",61,28915,"chillhop;lo-fi beats"
"6142","I Wanted to Leave","77AixrPcd03tR4tWMHuxro",56,"SYML","SYML","6AyATGg7mDgBlZ4N5uNog0","I Wanted to Leave","2qyE1Lw3WGFaUbwWxg14hp",2,"SYML",72,305541,"pop"
"6143","Chrono Trigger Medley","3rO1Vs25YJ5Ehnxj0DU3pU",17,"VGPianoMan","VGPianoMan","211QXXdZa1rig1jkERQnWY","The Best of SNES","50ujmgH42kcbgN88ywdveY",3,"VGPianoMan",28,1280,"scorecore;vgm instrumental"
"6144","Greem (Intro)","5j0Ib2sSrUH2pMeHQvDLCn",30,"Mt. Marcy","Mt. Marcy","2V0UuIGjvXowEGsi9clJfJ","Naked Lunch","1vTrQN2pMCZ3mDLk9EMvJ5",3,"Mt. Marcy",46,11405,"chillhop;japanese chillhop;lo-fi beats"
"6145","ribbons","3nvoYlvzKEN16LepQvkTIR",0,"Mt. Marcy","Mt. Marcy","2V0UuIGjvXowEGsi9clJfJ","baobab tree","3EFrl3geG0396Edk4ttvMR",3,"Mt. Marcy",46,11405,"chillhop;japanese chillhop;lo-fi beats"
"6146","Blush","4XXGqVxrkG3y5SUMzAKwWO",25,"Mt. Marcy","Mt. Marcy","2V0UuIGjvXowEGsi9clJfJ","Naked Lunch","1vTrQN2pMCZ3mDLk9EMvJ5",3,"Mt. Marcy",46,11405,"chillhop;japanese chillhop;lo-fi beats"
"6147","We Are Simply Sums","74tF4olVvJI7kH0GxdwDqW",23,"Mt. Marcy","Mt. Marcy","2V0UuIGjvXowEGsi9clJfJ","Naked Lunch","1vTrQN2pMCZ3mDLk9EMvJ5",3,"Mt. Marcy",46,11405,"chillhop;japanese chillhop;lo-fi beats"
"6148","Thinking About You Every Single Day (feat. Tomppabeats)","6KHjW8JGfWVi8qzvx4ImTP",29,"Mt. Marcy","Mt. Marcy feat. Tomppabeats","2V0UuIGjvXowEGsi9clJfJ","Sorry","7tKznEh9W2KZCsi3CKwBxJ",3,"Mt. Marcy",46,11405,"chillhop;japanese chillhop;lo-fi beats"
"6149","Lost Woods (Chill Remix)","2bP1YBCylqAsf3GsHh53BH",48,"GlitchxCity","GlitchxCity","0X1wtVNo8CVrMEKh8y8knH","Lost Woods (Chill Remix)","4LdgephVnbhNJ6VIQtLwRt",3,"GlitchxCity",54,34131,"lo-fi vgm;otacore;scorecore"
"6150","His Theme","6494VHRQtM27oZ2nbritfF",38,"Toby Fox","Toby Fox","57DlMWmbVIf2ssJ8QBpBau","UNDERTALE Soundtrack","5igTFdgbS1jxBpBufbcQA6",3,"Toby Fox",73,368737,"indie game soundtrack"
"6151","Uwa!! So Temperate♫","3NBEugETDMlY5cgLhwpFiH",35,"Toby Fox","Toby Fox","57DlMWmbVIf2ssJ8QBpBau","UNDERTALE Soundtrack","5igTFdgbS1jxBpBufbcQA6",3,"Toby Fox",73,368737,"indie game soundtrack"
"6152","Snowy","0T0HD36tAupxH8qQJcUjEt",37,"Toby Fox","Toby Fox","57DlMWmbVIf2ssJ8QBpBau","UNDERTALE Soundtrack","5igTFdgbS1jxBpBufbcQA6",3,"Toby Fox",73,368737,"indie game soundtrack"
"6153","Snowdin Town","0ILwVc88cfxvjcOE4QsMar",35,"Toby Fox","Toby Fox","57DlMWmbVIf2ssJ8QBpBau","UNDERTALE Soundtrack","5igTFdgbS1jxBpBufbcQA6",3,"Toby Fox",73,368737,"indie game soundtrack"
"6154","Memory","04RNazFGIkazuCTU6WvqW3",36,"Toby Fox","Toby Fox","57DlMWmbVIf2ssJ8QBpBau","UNDERTALE Soundtrack","5igTFdgbS1jxBpBufbcQA6",3,"Toby Fox",73,368737,"indie game soundtrack"
"6155","Confession","0LZPXBA0l4Qj9jiGDi086q",29,"Toby Fox","Toby Fox","57DlMWmbVIf2ssJ8QBpBau","UNDERTALE Soundtrack","5igTFdgbS1jxBpBufbcQA6",3,"Toby Fox",73,368737,"indie game soundtrack"
"6156","Its Raining Somewhere Else","3HJJPdthge0hMW4rwKEfNr",38,"Toby Fox","Toby Fox","57DlMWmbVIf2ssJ8QBpBau","UNDERTALE Soundtrack","5igTFdgbS1jxBpBufbcQA6",3,"Toby Fox",73,368737,"indie game soundtrack"
"6157","Undertale","02lsfhthNFGv3zt9XpfKEd",39,"Toby Fox","Toby Fox","57DlMWmbVIf2ssJ8QBpBau","UNDERTALE Soundtrack","5igTFdgbS1jxBpBufbcQA6",3,"Toby Fox",73,368737,"indie game soundtrack"
"6158","Fallen Down (Reprise)","2AqAGexotYZzd0tkAWL5FP",34,"Toby Fox","Toby Fox","57DlMWmbVIf2ssJ8QBpBau","UNDERTALE Soundtrack","5igTFdgbS1jxBpBufbcQA6",3,"Toby Fox",73,368737,"indie game soundtrack"
"6159","Good Night","0hvjlwc2mK3EES0U8lElsU",33,"Toby Fox","Toby Fox","57DlMWmbVIf2ssJ8QBpBau","UNDERTALE Soundtrack","5igTFdgbS1jxBpBufbcQA6",3,"Toby Fox",73,368737,"indie game soundtrack"
"6160","Hopes and Dreams","4ReoCtPDVO83gAFgW3zSXD",35,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6161","Who Was I?","0YnvV89j9FhVMJqzXEjwUu",31,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6162","A Gaze That Invited Disaster","4wnsWtaiurBtGhlh8sE0S4",31,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6163","Transition I","1Gb43cYmvlPbtfZjLYsk6h",29,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6164","JC Elton's","0tJjBnSuI8DOOqQsBfVfxi",30,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6165","Where Do I Go from Here?","5cQf7knePHDFO8ZFmTVmth",30,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6166","Will You Remember Me?","1N4NKgFvBrmW9L0c5GEUEr",32,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6167","Everything Will Be Okay","53S82zeWIxgntxWlVpYm8S",30,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6168","Safe Haven","6bTr1kOf6CbkOJFHehgrXB",35,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6169","Nighttime Maneuvers","3cN1dWiRr1voOUHD3lAbVa",30,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6170","A Star Pierces the Darkness","7zzPjPRCw5ppY2kjt0wFuO",28,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6171","Through the Storm, We Will Find a Way","4KinWwup5wLUyELE34Qeud",28,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6172","Snowfall","7hursgixr0ClDqf7tX2lv7",31,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6173","The Answer Lies Within","0uRQnVeRkfaoEZNlrZJry2",27,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6174","Dawn Approaches","5uWDMbB2w9XnW2LoUHwjlv",29,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6175","With Renewed Hope, We Continue Forward","2XZl9SD0gSc7CnWt2SEIHt",27,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6176","Last Call","4BEvD1WEwyTUo2vYn19W2n",29,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6177","Reminiscence","6qydpasmogJGMWcccfcm8Q",29,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6178","Until We Meet Again","0xCmQT8OtHwesyYfZehgtG",26,"Garoad","Garoad","1oMOdABcJgXgiplesecR1U","VA-11 Hall-A (Original Soundtrack: Second Round)","666rsOsL45p68o5BzooByj",3,"Garoad",49,13180,""
"6179","When You Think About Her and Your Brain Says No Don't Do That","6NxTzPkAVrLOZXh6KV6x8T",37,"In Love With a Ghost","In Love With a Ghost","21tDFddcOFDYmiobTcls2O","Discography 2015-2016","3pd7Ptw71K7NVIqQOU6KAC",3,"In Love With a Ghost",63,218396,"kawaii future bass;lo-fi beats"
"6180","We've Never Met but Can We Have a Cup of Coffee or Something","5cvbog6wen3r3bBbcwL16U",65,"In Love With a Ghost","In Love With a Ghost","21tDFddcOFDYmiobTcls2O","Let's Go","7A1vIevZg3nz7jOjbfNh6R",3,"In Love With a Ghost",63,218396,"kawaii future bass;lo-fi beats"
"6181","something easy","3ERiZbndVXtCGXIREDHKgD",55,"In Love With a Ghost","In Love With a Ghost feat. mommy","21tDFddcOFDYmiobTcls2O","gay story","6wNgoamY7ZcZA1mEVXAuZV",3,"In Love With a Ghost",63,218396,"kawaii future bass;lo-fi beats"
"6182","Flowers","5VnaOLeK1lKfULuNwet8ck",66,"In Love With a Ghost","In Love With a Ghost feat. Nori","21tDFddcOFDYmiobTcls2O","Let's Go","7A1vIevZg3nz7jOjbfNh6R",3,"In Love With a Ghost",63,218396,"kawaii future bass;lo-fi beats"
"6183","I Was Feeling Down, I Found a Nice Witch and We're Friends","2Csg0XMPdNmHLozWODtsQq",53,"In Love With a Ghost","In Love With a Ghost","21tDFddcOFDYmiobTcls2O","Healing","3QKIo3AeabD6mQ6tsc8rTQ",3,"In Love With a Ghost",63,218396,"kawaii future bass;lo-fi beats"
"6184","Sorry for Not Answering the Phone I'm Too Busy Trying to Fly Away","3PqWJMsNn4yh9lFqBbYhuE",56,"In Love With a Ghost","In Love With a Ghost","21tDFddcOFDYmiobTcls2O","Let's Go","7A1vIevZg3nz7jOjbfNh6R",3,"In Love With a Ghost",63,218396,"kawaii future bass;lo-fi beats"
"6185","Hopes and Dreams (From ""Undertale"")","1A6n7RpiEDnqONoOl7yLCs",22,"Besso0","Besso0","1Bk5QRKPcjeDSZS6M75Q8z","Straight from the Underground","7Ll733qcKc7WQL9Kc0Fxvm",3,"Besso0",39,1388,"lo-fi vgm"
"6186","Before the Story (Chill Trap)","47gsxg1DuDAyoaAMNMNtyP",24,"GlitchxCity","GlitchxCity feat. Helynt","0X1wtVNo8CVrMEKh8y8knH","Before the Story (Chill Trap)","3ev0EscbW5qS0ONpq4mriA",3,"GlitchxCity",54,34131,"lo-fi vgm;otacore;scorecore"
"6187","Eterna Forest (Lo-Fi Remix)","1okbTzNQRpjtNg3nKknOkU",43,"GlitchxCity","GlitchxCity","0X1wtVNo8CVrMEKh8y8knH","Eterna Forest (Lo-Fi Remix)","6sDqVF1nEQUrweTsfvEjNs",3,"GlitchxCity",54,34131,"lo-fi vgm;otacore;scorecore"
"6188","Route 228 (Lo-Fi Remix)","0hS94AAae5OhYM2lTUPwD3",43,"GlitchxCity","GlitchxCity","0X1wtVNo8CVrMEKh8y8knH","Route 228 (Lo-Fi Remix)","7nh8IgTu9wmkAkXOTF2lu6",3,"GlitchxCity",54,34131,"lo-fi vgm;otacore;scorecore"
"6189","Lavender Town V.II (Remix)","54X4QFKsiIT6MlSQVz13Q7",0,"GlitchxCity","GlitchxCity","0X1wtVNo8CVrMEKh8y8knH","Lavender Town V.II (Remix)","1C0Hy25k4Hf1tUsnNz0KGr",3,"GlitchxCity",54,34131,"lo-fi vgm;otacore;scorecore"
"6190","Midna's Lament (Remix)","6QChH4baPwc9QoOYUqK0Ug",31,"GlitchxCity","GlitchxCity","0X1wtVNo8CVrMEKh8y8knH","Midna's Lament (Remix)","06CRWytV5TznkOhYP6UNhJ",3,"GlitchxCity",54,34131,"lo-fi vgm;otacore;scorecore"
"6191","Theme (From ""Pokemon Go"") [Remix]","1RwA9qeEpre3otYjCKnu9P",25,"GlitchxCity","GlitchxCity","0X1wtVNo8CVrMEKh8y8knH","Theme (From ""Pokemon Go"") [Remix]","7gHrQKK5ldvkfUKnGpcu17",3,"GlitchxCity",54,34131,"lo-fi vgm;otacore;scorecore"
"6192","Black and White Relic Castle V.II (GlitchxCity Remix)","73GeYETXLY5gD8NHXFOYZh",25,"GlitchxCity","GlitchxCity","0X1wtVNo8CVrMEKh8y8knH","Black and White Relic Castle V.II (GlitchxCity Remix)","3T3m5aq19RaKeAVcnJQAEu",3,"GlitchxCity",54,34131,"lo-fi vgm;otacore;scorecore"
"6193","Heartache (Remix)","6V2gCIkYJR4jvz0zXgU0zV",19,"GlitchxCity","GlitchxCity","0X1wtVNo8CVrMEKh8y8knH","Heartache (Remix)","4eirpaaEKIvCvIDzNQhgQD",3,"GlitchxCity",54,34131,"lo-fi vgm;otacore;scorecore"
"6194","X and Y Santalune Forest (GlitchxCity Remix)","4gPFIRVDy2a601rb4RTsqb",21,"GlitchxCity","GlitchxCity","0X1wtVNo8CVrMEKh8y8knH","X and Y Santalune Forest (GlitchxCity Remix)","0KGm861Omq5VS9sCbPbFCg",3,"GlitchxCity",54,34131,"lo-fi vgm;otacore;scorecore"
"6195","Long Journey Ahead","2mA6yDk4a31OjmWRZBi9Lh",28,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6196","Back to Besaid","4mI7fO8ppQE9QfZNcU4Zxn",35,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6197","Good to Be Home","2Asqjza52KvfgtiOxqES7r",23,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6198","A Moment for Myself","7FQEormdRZAencyjj526ua",26,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6199","Morning of Departure","3bW4hXtbPE9fAQXT0YlfWC",21,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6200","Yuna Studies Shaolin","54hP9DtOUYen4vQ3RVw2on",26,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6201","Rainy Day at the Cafe","3L1YpYhLF07qa5VaXHJVrH",45,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6202","Meeting After Dark","2FBj3jATcYTJSpjfnKQgTi",24,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6203","Dinosaur Funk","3hRQhjZUHyaI4ydmufFO4r",23,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6204","Light on Scorched Earth","1Ey0wcRk8gv4sXDMJUXPpj",22,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6205","Frost on Monday Morning","3FJUgKHDpgtj57BnpKxE8B",20,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6206","Did We Forget the Pizza","42bb4BBisqoRSfCEStQTva",24,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6207","Who Dis","2NMG7RoculxKq4OZFblLxu",21,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6208","Bounty Hunter","4uNMwG1qccviTvZQWzb8h6",19,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6209","The Path","6W458LBjib3bNbu9fxwaKN",23,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6210","Diggin' Til the Very End","5IZ8I2va2ikl0IaiapVTzD",21,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6211","Meet at the Crossroads","1l1q5sTYOWjwuWywQQKLzl",26,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6212","Mario's Rooftop Pool Party","0LVTBKQZfAhFFlrfCYd7xS",43,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume IV","19Lx0zADKbB1zZGUzivhQU",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6213","Zelda's House","4kI7Waf109dZCJoI4ovTsg",16,"Dj Cutman","Dj Cutman","1IwzmBTWI4CzUNsZM7Zqd8","Volume III","28Dv1KxvTzcG7bS5s1Fcue",3,"Dj Cutman",57,28716,"otacore;vgm remix"
"6214","Piranha Plant's Lullaby","045rZXDBw3jIr3bkI0AzkA",23,"The Greatest Bits","The Greatest Bits","2dB3VxAmEw5Dqewiha1oO1","Super Mario 64","0BWc2xyDEqCR2QXD1GuKBy",3,"The Greatest Bits",60,35120,"scorecore"
"6215","Slider","3k4A5S36B5EEEMMPKVbPXx",19,"The Greatest Bits","The Greatest Bits","2dB3VxAmEw5Dqewiha1oO1","Super Mario 64","0BWc2xyDEqCR2QXD1GuKBy",3,"The Greatest Bits",60,35120,"scorecore"
"6216","Dire Dire Docks","6IdDEpIs7fWdfo28ElK6Ak",18,"The Greatest Bits","The Greatest Bits","2dB3VxAmEw5Dqewiha1oO1","Super Mario 64","0BWc2xyDEqCR2QXD1GuKBy",3,"The Greatest Bits",60,35120,"scorecore"
"6217","Super Mario 64 Main Theme (Bob-omb Battlefield)","3uyvNTKKSDtItym11zVJFa",23,"The Greatest Bits","The Greatest Bits","2dB3VxAmEw5Dqewiha1oO1","Super Mario 64","0BWc2xyDEqCR2QXD1GuKBy",3,"The Greatest Bits",60,35120,"scorecore"
"6218","Goldenrod City","551AsraV81AfCNB7OEffEL",22,"The Greatest Bits","The Greatest Bits","2dB3VxAmEw5Dqewiha1oO1","Pokemon Gold & Silver Game Boy Classics","2o5H0JW27CbUPMLr5w21ES",3,"The Greatest Bits",60,35120,"scorecore"
"6219","Ocarina of Time - Sheik's Theme (Instrumental Remix) (The Legend of Zelda)","4o0c7NSPipwyfuIlD4hyng",23,"Monsalve","Monsalve","0fagNxnyvy6FDvkNPt6X29","The Legend of Zelda - Best Soundtracks (Majora's Mask, Ocarina of Time, a Link to the Past, the Wind Waker and More)","5zFkQHvRimPKxjwDwkkeNL",3,"Monsalve",44,12654,"scorecore"
"6220","Ocarina of Time - Song of Storms (Instrumental Remix) (The Legend of Zelda)","4v2SDknbR4x3WwjKjcENeE",22,"Monsalve","Monsalve","0fagNxnyvy6FDvkNPt6X29","The Legend of Zelda - Best Soundtracks (Majora's Mask, Ocarina of Time, a Link to the Past, the Wind Waker and More)","5zFkQHvRimPKxjwDwkkeNL",3,"Monsalve",44,12654,"scorecore"
"6221","Ocarina of Time - Zelda's Lullaby (Instrumental Remix) (The Legend of Zelda)","1hXSNIAOCmFShfhukDf2L3",19,"Monsalve","Monsalve","0fagNxnyvy6FDvkNPt6X29","The Legend of Zelda - Best Soundtracks (Majora's Mask, Ocarina of Time, a Link to the Past, the Wind Waker and More)","5zFkQHvRimPKxjwDwkkeNL",3,"Monsalve",44,12654,"scorecore"
"6222","Ocarina of Time - Bolero of Fire (Instrumental Remix) (The Legend of Zelda)","1IRKrPID8QqUbnfGOxFgqK",0,"Monsalve","Monsalve","0fagNxnyvy6FDvkNPt6X29","The Legend of Zelda - Best Soundtracks (Majora's Mask, Ocarina of Time, a Link to the Past, the Wind Waker and More)","5zFkQHvRimPKxjwDwkkeNL",3,"Monsalve",44,12654,"scorecore"
"6223","Ocarina of Time - Temple of Time (Instrumental Remix) (The Legend of Zelda)","6PqNxmaEvCwwuSVz0rXVfg",23,"Monsalve","Monsalve","0fagNxnyvy6FDvkNPt6X29","The Legend of Zelda - Best Soundtracks (Majora's Mask, Ocarina of Time, a Link to the Past, the Wind Waker and More)","5zFkQHvRimPKxjwDwkkeNL",3,"Monsalve",44,12654,"scorecore"
